Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,Method Description,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
2/20/2021,AQS,170830117,3,19.1,ug/m3 LC,70,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
2/21/2021,AQS,170830117,3,10.4,ug/m3 LC,53,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
2/22/2021,AQS,170830117,3,9.6,ug/m3 LC,52,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
2/23/2021,AQS,170830117,3,4.6,ug/m3 LC,26,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
2/24/2021,AQS,170830117,3,7.7,ug/m3 LC,43,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
2/25/2021,AQS,170830117,3,4.3,ug/m3 LC,24,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
2/26/2021,AQS,170830117,3,6.1,ug/m3 LC,34,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
2/27/2021,AQS,170830117,3,10,ug/m3 LC,53,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
2/28/2021,AQS,170830117,3,6.8,ug/m3 LC,38,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
3/1/2021,AQS,170830117,3,6.2,ug/m3 LC,34,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
3/2/2021,AQS,170830117,3,6.5,ug/m3 LC,36,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
3/3/2021,AQS,170830117,3,7.4,ug/m3 LC,41,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
3/4/2021,AQS,170830117,3,9.1,ug/m3 LC,51,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
3/5/2021,AQS,170830117,3,6.1,ug/m3 LC,34,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
3/6/2021,AQS,170830117,3,8.1,ug/m3 LC,45,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
3/7/2021,AQS,170830117,3,13.7,ug/m3 LC,60,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
3/8/2021,AQS,170830117,3,16.1,ug/m3 LC,64,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
3/9/2021,AQS,170830117,3,14.2,ug/m3 LC,61,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
3/10/2021,AQS,170830117,3,10.4,ug/m3 LC,53,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
3/11/2021,AQS,170830117,3,5.3,ug/m3 LC,29,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
3/12/2021,AQS,170830117,3,3.5,ug/m3 LC,19,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
3/13/2021,AQS,170830117,3,7.8,ug/m3 LC,43,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
3/14/2021,AQS,170830117,3,6.3,ug/m3 LC,35,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
3/15/2021,AQS,170830117,3,8.5,ug/m3 LC,47,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
3/16/2021,AQS,170830117,3,6.9,ug/m3 LC,38,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
3/17/2021,AQS,170830117,3,8.5,ug/m3 LC,47,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
3/18/2021,AQS,170830117,3,5.2,ug/m3 LC,29,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
3/19/2021,AQS,170830117,3,3,ug/m3 LC,17,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
3/20/2021,AQS,170830117,3,4.4,ug/m3 LC,24,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
3/21/2021,AQS,170830117,3,5.7,ug/m3 LC,32,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
3/22/2021,AQS,170830117,3,8.7,ug/m3 LC,48,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
3/23/2021,AQS,170830117,3,9.8,ug/m3 LC,52,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
3/24/2021,AQS,170830117,3,2.8,ug/m3 LC,16,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
3/25/2021,AQS,170830117,3,4.7,ug/m3 LC,26,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
3/26/2021,AQS,170830117,3,5.2,ug/m3 LC,29,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
3/27/2021,AQS,170830117,3,8.2,ug/m3 LC,46,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
3/28/2021,AQS,170830117,3,5.7,ug/m3 LC,32,JERSEYVILLE WATER TREATMENT PLANT (WTP),1,100,88101,PM2.5 - Local Conditions,183,Thermo Scientific 5014i or FH62C14-DHS w/VSCC,41180,"St. Louis, MO-IL",17,Illinois,83,Jersey,39.101439,-90.344494
